date,state,cases,deaths,fips
2020-05-18,RN,3483,160,24
2020-05-18,RO,2043,83,11
2020-05-18,RR,1882,60,14
2020-05-18,RS,3750,151,43
2020-05-18,SC,5175,85,42
2020-05-18,SE,3566,59,28
2020-05-18,SP,63066,4823,35
2020-05-18,TO,1646,38,17
2020-05-17,AC,1996,62,12
2020-05-17,AL,3816,210,27
2020-05-17,AM,20328,1413,13
2020-05-17,AP,3952,119,16
2020-05-17,BA,8443,295,29
2020-05-17,CE,24255,1641,23
2020-05-17,DF,4368,58,53
2020-05-17,ES,6744,285,32
2020-05-17,GO,1692,70,52
2020-05-17,MA,13238,576,21
2020-05-17,MG,4611,156,31
2020-05-17,MS,570,15,50
2020-05-17,MT,901,27,51
2020-05-17,PA,14201,1280,15
2020-05-17,PB,4347,194,25
2020-05-17,PE,19452,1516,26
2020-05-17,PI,2287,80,22
2020-05-17,PR,2316,127,41
2020-05-17,RJ,22238,2715,33
2020-05-17,RN,3138,139,24
2020-05-17,RO,1963,74,11
2020-05-17,RR,1791,51,14
2020-05-17,RS,3735,144,43
2020-05-17,SC,4776,83,42
2020-05-17,SE,3343,57,28
2020-05-17,SP,62345,4782,35
2020-05-17,TO,1496,32,17
2020-05-16,AC,1867,59,12
2020-05-16,AL,3593,199,27
2020-05-16,AM,19677,1375,13
2020-05-16,AP,3834,108,16
2020-05-16,BA,8314,286,29
2020-05-16,CE,23795,1614,23
2020-05-16,DF,4140,56,53
2020-05-16,ES,6595,271,32
2020-05-16,GO,1652,69,52
2020-05-16,MA,12492,549,21
2020-05-16,MG,4474,150,31
2020-05-16,MS,508,15,50
2020-05-16,MT,857,27,51
2020-05-16,PA,13464,1223,15
2020-05-16,PB,4063,183,25
2020-05-16,PE,18488,1461,26
2020-05-16,PI,2252,72,22
2020-05-16,PR,2272,126,41
2020-05-16,RJ,21601,2614,33
2020-05-16,RN,3004,136,24
2020-05-16,RO,1918,69,11
2020-05-16,RR,1706,49,14
2020-05-16,RS,3734,138,43
2020-05-16,SC,4678,81,42
2020-05-16,SE,3135,53,28
2020-05-16,SP,61183,4688,35
2020-05-15,AC,1785,57,12
2020-05-15,AL,3212,187,27
2020-05-15,AM,18392,1331,13
2020-05-15,AP,3630,103,16
2020-05-15,BA,8128,281,29
2020-05-15,CE,23059,1566,23
2020-05-15,DF,3787,55,53
2020-05-15,ES,6198,260,32
2020-05-15,GO,1605,67,52
2020-05-15,MA,11592,524,21
2020-05-15,MG,4196,146,31
2020-05-15,MS,479,14,50
2020-05-15,MT,792,26,51
2020-05-15,PA,12626,1175,15
2020-05-15,PB,3739,170,25
2020-05-15,PE,16209,1381,26
2020-05-15,PI,2085,65,22
2020-05-15,PR,2167,124,41
2020-05-15,RJ,19987,2438,33
2020-05-15,RO,1794,62,11
2020-05-15,RR,1589,40,14
2020-05-15,RS,3695,132,43
2020-05-15,SC,4562,79,42
2020-05-15,SE,2868,50,28
2020-05-15,SP,58378,4501,35
2020-05-15,TO,1279,27,17
2020-05-14,AC,1740,55,12
2020-05-14,AL,2972,177,27
2020-05-14,AM,17181,1235,13
2020-05-14,AP,3428,101,16
2020-05-14,BA,6955,262,29
2020-05-14,CE,21077,1413,23
2020-05-14,DF,3416,51,53
2020-05-14,ES,5813,249,32
2020-05-14,GO,1460,67,52
2020-05-14,MA,10739,496,21
2020-05-14,MG,3950,139,31
2020-05-14,MS,452,14,50
2020-05-14,MT,734,24,51
2020-05-14,PA,11479,1095,15
2020-05-14,PB,3361,160,25
2020-05-14,PE,15588,1298,26
2020-05-14,PI,1905,60,22
2020-05-14,PR,2091,122,41
2020-05-14,RJ,19467,2247,33
2020-05-14,RN,2786,122,24
2020-05-14,RO,1686,56,11
2020-05-14,RR,1500,37,14
2020-05-14,RS,3101,126,43
2020-05-14,SC,4332,78,42
2020-05-14,SE,2494,47,28
2020-05-14,SP,54286,4315,35
2020-05-14,TO,1179,24,17
2020-05-13,AC,1694,52,12
2020-05-13,AL,2761,164,27
2020-05-13,AM,15816,1160,13
2020-05-13,AP,3005,94,16
2020-05-13,BA,6547,236,29
2020-05-13,CE,19156,1389,23
2020-05-13,DF,3192,48,53
2020-05-13,ES,5401,233,32
2020-05-13,GO,1225,61,52
2020-05-13,MA,9801,470,21
2020-05-13,MG,3733,135,31
2020-05-13,MS,430,13,50
2020-05-13,MT,673,21,51
2020-05-13,PA,10344,1022,15
2020-05-13,PB,3045,157,25
2020-05-13,PE,14901,1224,26
2020-05-13,PI,1784,60,22
2020-05-13,PR,2023,120,41
2020-05-13,RJ,18728,2050,33
2020-05-13,RN,2537,117,24
2020-05-13,RO,1612,50,11
2020-05-13,RR,1411,29,14
2020-05-13,RS,2997,120,43
2020-05-13,SC,3828,73,42
2020-05-13,SE,2268,42,28
2020-05-13,SP,51097,4118,35
2020-05-13,TO,1029,23,17
2020-05-12,AC,1590,51,12
2020-05-12,AL,2580,150,27
2020-05-12,AM,14168,1098,13
2020-05-12,AP,2910,86,16
2020-05-12,BA,6204,225,29
2020-05-12,CE,18412,1280,23
2020-05-12,DF,2979,46,53
2020-05-12,ES,5087,212,32
2020-05-12,GO,1115,52,52
2020-05-12,MA,9112,444,21
2020-05-12,MG,3435,127,31
2020-05-12,MS,405,12,50
2020-05-12,MT,604,20,51
2020-05-12,PA,9059,914,15
2020-05-12,PB,2777,154,25
2020-05-12,PE,14309,1157,26
2020-05-12,PI,1612,57,22
2020-05-12,PR,1930,116,41
2020-05-12,RJ,18486,1928,33
2020-05-12,RN,2367,105,24
2020-05-12,RO,1460,50,11
2020-05-12,RR,1411,28,14
2020-05-12,RS,2917,111,43
2020-05-12,SC,3733,73,42
2020-05-12,SE,2032,37,28
2020-05-12,SP,47719,3949,35
2020-05-12,TO,932,21,17
2020-05-11,AC,1460,44,12
2020-05-11,AL,2343,138,27
2020-05-11,AM,12919,1035,13
2020-05-11,AP,2671,73,16
2020-05-11,BA,5808,214,29
2020-05-11,CE,17599,1189,23
2020-05-11,DF,2799,44,53
2020-05-11,ES,4819,196,32
2020-05-11,GO,1100,49,52
2020-05-11,MA,8526,423,21
2020-05-11,MG,3320,121,31
2020-05-11,MS,385,11,50
2020-05-11,MT,545,19,51
2020-05-11,PA,8069,812,15
2020-05-11,PB,2525,139,25
2020-05-11,PE,13768,1087,26
2020-05-11,PI,1443,49,22
2020-05-11,PR,1873,114,41
2020-05-11,RJ,17939,1770,33
2020-05-11,RN,2033,93,24
2020-05-11,RO,1398,47,11
2020-05-11,RR,1295,24,14
2020-05-11,RS,2808,105,43
2020-05-11,SC,3529,69,42
2020-05-11,SE,1800,37,28
2020-05-11,SP,46131,3743,35
2020-05-11,TO,828,14,17
2020-05-10,AC,1447,41,12
2020-05-10,AL,2258,126,27
2020-05-10,AM,12599,1004,13
2020-05-10,AP,2613,72,16
2020-05-10,BA,5558,202,29
2020-05-10,CE,16692,1114,23
2020-05-10,DF,2682,42,53
2020-05-10,ES,4599,181,32
2020-05-10,GO,1093,47,52
2020-05-10,MA,8144,399,21
2020-05-10,MG,3237,119,31
2020-05-10,MS,362,11,50
2020-05-10,MT,519,18,51
2020-05-10,PA,7348,672,15
2020-05-10,PB,2341,135,25
2020-05-10,PE,13275,1047,26
2020-05-10,PI,1332,45,22
2020-05-10,PR,1859,112,41
2020-05-10,RJ,17062,1714,33
2020-05-10,RN,1930,87,24
2020-05-10,RO,1302,43,11
2020-05-10,RR,1290,21,14
2020-05-10,RS,2576,100,43
2020-05-10,SC,3429,65,42
2020-05-10,SE,1771,34,28
2020-05-10,SP,45444,3709,35
2020-05-10,TO,747,12,17
2020-05-09,AC,1335,40,12
2020-05-09,AL,2170,114,27
2020-05-09,AM,11925,962,13
2020-05-09,AP,2493,69,16
2020-05-09,BA,5174,196,29
2020-05-09,CE,15879,1062,23
2020-05-09,DF,2576,39,53
2020-05-09,ES,4412,172,32
2020-05-09,GO,1069,47,52
2020-05-09,MA,7599,379,21
2020-05-09,MG,3123,118,31
2020-05-09,MS,346,11,50
2020-05-09,MT,502,16,51
2020-05-09,PA,7018,610,15
2020-05-09,PB,2156,124,25
2020-05-09,PE,12470,972,26
2020-05-09,PI,1278,42,22
2020-05-09,PR,1809,110,41
2020-05-09,RJ,16929,1653,33
2020-05-09,RO,1263,41,11
2020-05-09,RR,1202,18,14
2020-05-09,RS,2542,97,43
2020-05-09,SC,3372,64,42
2020-05-09,SE,1588,33,28
2020-05-09,SP,44411,3608,35
2020-05-09,TO,688,11,17
2020-05-08,AC,1177,38,12
2020-05-08,AL,2033,108,27
2020-05-08,AM,10727,874,13
2020-05-08,AP,2322,66,16
2020-05-08,BA,4818,183,29
2020-05-08,CE,15134,997,23
2020-05-08,DF,2442,37,53
2020-05-08,ES,4242,165,32
2020-05-08,GO,1053,49,52
2020-05-08,MA,6765,355,21
2020-05-08,MG,2943,111,31
2020-05-08,MS,326,11,50
2020-05-08,MT,464,15,51
2020-05-08,PA,6519,574,15
2020-05-08,PB,2030,114,25
2020-05-08,PE,11587,927,26
2020-05-08,PI,1233,38,22
2020-05-08,PR,1734,109,41
2020-05-08,RJ,15741,1503,33
2020-05-08,RN,1919,87,24
2020-05-08,RO,1222,39,11
2020-05-08,RR,1124,16,14
2020-05-08,RS,2493,95,43
2020-05-08,SC,3205,63,42
2020-05-08,SE,1438,28,28
2020-05-08,SP,41830,3416,35
2020-05-08,TO,572,9,17
2020-05-07,AC,1014,36,12
2020-05-07,AL,1867,98,27
2020-05-07,AM,10099,806,13
2020-05-07,AP,2199,61,16
2020-05-07,BA,4528,165,29
2020-05-07,CE,13888,903,23
2020-05-07,DF,2258,35,53
2020-05-07,ES,3988,157,32
2020-05-07,GO,1027,44,52
2020-05-07,MA,5909,330,21
2020-05-07,MG,2770,106,31
2020-05-07,MS,311,10,50
2020-05-07,MT,419,14,51
2020-05-07,PA,5935,488,15
2020-05-07,PB,1849,111,25
2020-05-07,PE,10824,845,26
2020-05-07,PI,1131,37,22
2020-05-07,PR,1678,107,41
2020-05-07,RJ,14156,1394,33
2020-05-07,RN,1821,81,24
2020-05-07,RO,1098,37,11
2020-05-07,RR,1020,14,14
2020-05-07,RS,2182,91,43
2020-05-07,SC,3082,63,42
2020-05-07,SE,1214,25,28
2020-05-07,SP,39928,3206,35
2020-05-07,TO,494,9,17
2020-05-06,AC,943,35,12
2020-05-06,AL,1703,89,27
2020-05-06,AM,9243,751,13
2020-05-06,AP,2046,56,16
2020-05-06,BA,4301,160,29
2020-05-06,CE,12310,849,23
2020-05-06,DF,2046,35,53
2020-05-06,ES,3714,146,32
2020-05-06,GO,1024,45,52
2020-05-06,MA,5389,305,21
2020-05-06,MG,2605,97,31
2020-05-06,MS,288,10,50
2020-05-06,MT,385,13,51
2020-05-06,PA,5524,410,15
2020-05-06,PB,1657,101,25
2020-05-06,PE,9881,803,26
2020-05-06,PI,1051,35,22
2020-05-06,PR,1647,104,41
2020-05-06,RJ,13295,1205,33
2020-05-06,RN,1739,76,24
2020-05-06,RO,943,33,11
2020-05-06,RR,932,13,14
2020-05-06,RS,2100,90,43
2020-05-06,SC,2917,59,42
2020-05-06,SE,998,23,28
2020-05-06,SP,37853,3045,35
2020-05-06,TO,423,9,17
2020-05-05,AC,817,29,12
2020-05-05,AL,1605,80,27
2020-05-05,AM,8109,649,13
2020-05-05,AP,1931,55,16
2020-05-05,BA,4040,146,29
2020-05-05,CE,11470,795,23
2020-05-05,DF,1837,34,53
2020-05-05,ES,3540,133,32
2020-05-05,GO,922,38,52
2020-05-05,MA,5028,291,21
2020-05-05,MG,2452,94,31
2020-05-05,MS,283,10,50
2020-05-05,MT,366,13,51
2020-05-05,PA,4756,375,15
2020-05-05,PB,1493,92,25
2020-05-05,PE,9325,749,26
2020-05-05,PI,949,30,22
2020-05-05,PR,1608,102,41
2020-05-05,RJ,12391,1123,33
2020-05-05,RN,1644,72,24
2020-05-05,RO,861,29,11
2020-05-05,RR,869,11,14
2020-05-05,RS,2019,83,43
2020-05-05,SC,2795,58,42
2020-05-05,SE,898,21,28
2020-05-05,SP,34053,2851,35
2020-05-05,TO,351,9,17
2020-05-04,AC,733,28,12
2020-05-04,AL,1538,72,27
2020-05-04,AM,7313,585,13
2020-05-04,AP,1733,49,16
2020-05-04,BA,3734,141,29
2020-05-04,CE,11040,712,23
2020-05-04,DF,1793,33,53
2020-05-04,ES,3351,123,32
2020-05-04,GO,861,30,52
2020-05-04,MA,4530,271,21
2020-05-04,MG,2347,90,31
2020-05-04,MS,274,10,50
2020-05-04,MT,344,13,51
2020-05-04,PA,4262,344,15
2020-05-04,PB,1361,85,25
2020-05-04,PE,8863,691,26
2020-05-04,PI,875,29,22
2020-05-04,PR,1581,97,41
2020-05-04,RJ,11721,1065,33
2020-05-04,RN,1536,68,24
2020-05-04,RO,756,25,11
2020-05-04,RR,578,11,14
2020-05-04,RS,1768,76,43
2020-05-04,SC,2623,55,42
2020-05-04,SE,772,17,28
2020-05-04,SP,32187,2654,35
2020-05-04,TO,303,7,17
2020-05-03,AC,658,25,12
2020-05-03,AL,1441,64,27
2020-05-03,AM,6683,548,13
2020-05-03,AP,1482,43,16
2020-05-03,BA,3566,128,29
2020-05-03,CE,8379,677,23
2020-05-03,DF,1720,33,53
2020-05-03,ES,3208,115,32
2020-05-03,GO,850,30,52
2020-05-03,MA,4227,249,21
2020-05-03,MG,2118,89,31
2020-05-03,MS,272,10,50
2020-05-03,MT,337,12,51
2020-05-03,PA,3920,317,15
2020-05-03,PB,1219,79,25
2020-05-03,PE,8643,652,26
2020-05-03,PI,784,28,22
2020-05-03,PR,1533,96,41
2020-05-03,RJ,11139,1019,33
2020-05-03,RN,1421,62,24
2020-05-03,RO,705,24,11
2020-05-03,RR,533,7,14
2020-05-03,RS,1690,67,43
2020-05-03,SC,2519,52,42
2020-05-03,SE,730,14,28
2020-05-03,SP,31772,2627,35
2020-05-03,TO,267,6,17
2020-05-02,AC,553,22,12
2020-05-02,AL,1371,58,27
2020-05-02,AM,6062,501,13
2020-05-02,AP,1187,40,16
2020-05-02,BA,3315,123,29
2020-05-02,CE,8309,638,23
2020-05-02,DF,1605,32,53
2020-05-02,ES,3104,104,32
2020-05-02,GO,825,30,52
2020-05-02,MA,4040,237,21
2020-05-02,MG,2023,88,31
2020-05-02,MS,266,9,50
2020-05-02,MT,333,12,51
2020-05-02,PA,3727,306,15
2020-05-02,PB,1169,76,25
2020-05-02,PE,8145,628,26
2020-05-02,PI,742,28,22
2020-05-02,PR,1510,93,41
2020-05-02,RJ,10546,971,33
2020-05-02,RN,1392,61,24
2020-05-02,RO,654,23,11
2020-05-02,RS,1666,65,43
2020-05-02,SC,2346,52,42
2020-05-02,SE,601,14,28
2020-05-02,SP,31174,2586,35
2020-05-02,TO,246,4,17
2020-05-01,AC,487,19,12
2020-05-01,AL,1226,53,27
2020-05-01,AM,5723,476,13
2020-05-01,AP,1121,37,16
2020-05-01,BA,3140,117,29
2020-05-01,CE,8000,539,23
2020-05-01,DF,1546,31,53
2020-05-01,ES,2913,101,32
2020-05-01,GO,808,29,52
2020-05-01,MA,3805,224,21
2020-05-01,MG,1935,88,31
2020-05-01,MS,261,9,50
2020-05-01,MT,320,11,51
2020-05-01,PA,3359,263,15
2020-05-01,PB,1034,74,25
2020-05-01,PE,7334,603,26
2020-05-01,PI,665,26,22
2020-05-01,PR,1464,92,41
2020-05-01,RJ,10166,921,33
2020-05-01,RN,1366,59,24
2020-05-01,RO,585,18,11
2020-05-01,RR,519,7,14
2020-05-01,RS,1619,62,43
2020-05-01,SC,2104,50,42
2020-05-01,SE,517,14,28
2020-05-01,SP,30374,2511,35
2020-05-01,TO,191,4,17
2020-04-30,AC,404,19,12
2020-04-30,AL,1045,47,27
2020-04-30,AM,5254,425,13
2020-04-30,AP,1080,34,16
2020-04-30,BA,2867,106,29
2020-04-30,CE,7861,492,23
2020-04-30,DF,1423,30,53
2020-04-30,ES,2688,93,32
2020-04-30,GO,781,29,52
2020-04-30,MA,3506,204,21
2020-04-30,MG,1827,82,31
2020-04-30,MS,255,9,50
2020-04-30,MT,302,11,51
2020-04-30,PA,2999,224,15
2020-04-30,PB,926,67,25
2020-04-30,PE,6876,565,26
2020-04-30,PI,600,24,22
2020-04-30,PR,1423,88,41
2020-04-30,RJ,9453,854,33
2020-04-30,RN,1297,56,24
2020-04-30,RO,502,16,11
2020-04-30,RR,519,7,14
2020-04-30,RS,1529,58,43
2020-04-30,SC,2394,48,42
2020-04-30,SE,453,14,28
2020-04-30,SP,28698,2375,35
2020-04-30,TO,164,3,17
2020-04-29,AC,354,18,12
2020-04-29,AL,957,41,27
2020-04-29,AM,4801,380,13
2020-04-29,AP,1016,31,16
2020-04-29,BA,2676,100,29
2020-04-29,CE,7409,450,23
2020-04-29,DF,1313,28,53
2020-04-29,ES,2538,84,32
2020-04-29,GO,705,27,52
2020-04-29,MA,3190,184,21
2020-04-29,MG,1758,80,31
2020-04-29,MS,249,9,50
2020-04-29,MT,292,11,51
2020-04-29,PA,2586,156,15
2020-04-29,PB,814,62,25
2020-04-29,PE,6194,538,26
2020-04-29,PI,513,24,22
2020-04-29,PR,1364,84,41
2020-04-29,RJ,8869,794,33
2020-04-29,RN,1177,56,24
2020-04-29,RO,433,15,11
2020-04-29,RR,426,4,14
2020-04-29,RS,1420,51,43
2020-04-29,SC,2085,46,42
2020-04-29,SP,26158,2247,35
2020-04-29,TO,137,3,17
2020-04-28,AC,317,16,12
2020-04-28,AL,777,36,27
2020-04-28,AM,4337,351,13
2020-04-28,AP,918,28,16
2020-04-28,BA,2564,93,29
2020-04-28,CE,6985,417,23
2020-04-28,DF,1230,28,53
2020-04-28,ES,2164,77,32
2020-04-28,GO,661,27,52
2020-04-28,MA,2804,166,21
2020-04-28,MG,1649,71,31
2020-04-28,MS,240,9,50
2020-04-28,MT,263,11,51
2020-04-28,PA,2319,132,15
2020-04-28,PB,698,57,25
2020-04-28,PE,5724,508,26
2020-04-28,PI,454,24,22
2020-04-28,PR,1286,79,41
2020-04-28,RJ,8504,738,33
2020-04-28,RN,1086,54,24
2020-04-28,RO,413,11,11
2020-04-28,RS,1350,49,43
2020-04-28,SC,1995,44,42
2020-04-28,SE,280,11,28
2020-04-28,SP,24041,2049,35
2020-04-28,TO,116,2,17
2020-04-27,AC,301,14,12
2020-04-27,AL,643,34,27
2020-04-27,AM,3928,320,13
2020-04-27,AP,842,26,16
2020-04-27,BA,2356,83,29
2020-04-27,CE,6783,397,23
2020-04-27,DF,1189,28,53
2020-04-27,ES,1944,63,32
2020-04-27,GO,616,26,52
2020-04-27,MA,2528,145,21
2020-04-27,MG,1586,62,31
2020-04-27,MS,238,9,50
2020-04-27,MT,256,10,51
2020-04-27,PA,2219,122,15
2020-04-27,PB,633,53,25
2020-04-27,PE,5358,450,26
2020-04-27,PI,408,21,22
2020-04-27,PR,1201,77,41
2020-04-27,RJ,7944,677,33
2020-04-27,RN,857,48,24
2020-04-27,RO,393,10,11
2020-04-27,RR,425,4,14
2020-04-27,RS,1256,45,43
2020-04-27,SC,1476,44,42
2020-04-27,SE,211,11,28
2020-04-27,SP,21696,1825,35
2020-04-27,TO,79,2,17
2020-04-26,AC,279,11,12
2020-04-26,AL,560,32,27
2020-04-26,AM,3833,304,13
2020-04-26,AP,821,23,16
2020-04-26,BA,2248,74,29
2020-04-26,CE,6260,376,23
2020-04-26,DF,1125,27,53
2020-04-26,ES,1819,57,32
2020-04-26,GO,573,25,52
2020-04-26,MA,2410,125,21
2020-04-26,MG,1548,61,31
2020-04-26,MS,234,7,50
2020-04-26,MT,249,9,51
2020-04-26,PA,2070,114,15
2020-04-26,PB,543,50,25
2020-04-26,PE,4898,415,26
2020-04-26,PI,364,20,22
2020-04-26,PR,1171,75,41
2020-04-26,RJ,7111,645,33
2020-04-26,RN,832,45,24
2020-04-26,RO,364,10,11
2020-04-26,RR,407,4,14
2020-04-26,RS,1208,38,43
2020-04-26,SC,1337,43,42
2020-04-26,SE,175,9,28
2020-04-26,SP,20715,1700,35
2020-04-26,TO,67,2,17
2020-04-25,AC,258,11,12
2020-04-25,AL,501,29,27
2020-04-25,AM,3635,287,13
2020-04-25,AP,689,20,16
2020-04-25,BA,2116,72,29
2020-04-25,CE,5667,326,23
2020-04-25,DF,1020,27,53
2020-04-25,ES,1711,52,32
2020-04-25,GO,506,25,52
2020-04-25,MA,2223,112,21
2020-04-25,MG,1481,58,31
2020-04-25,MS,217,7,50
2020-04-25,MT,246,9,51
2020-04-25,PA,1745,95,15
2020-04-25,PB,499,49,25
2020-04-25,PE,4507,381,26
2020-04-25,PI,331,18,22
2020-04-25,PR,1155,71,41
2020-04-25,RJ,6828,615,33
2020-04-25,RN,825,44,24
2020-04-25,RO,328,7,11
2020-04-25,RR,401,4,14
2020-04-25,RS,1166,35,43
2020-04-25,SC,1235,42,42
2020-04-25,SE,154,9,28
2020-04-25,SP,20004,1667,35
2020-04-25,TO,58,2,17
2020-04-24,AC,234,11,12
2020-04-24,AL,413,27,27
2020-04-24,AM,3194,255,13
2020-04-24,AP,648,18,16
2020-04-24,BA,1979,67,29
2020-04-24,CE,5121,293,23
2020-04-24,DF,1012,26,53
2020-04-24,ES,1665,47,32
2020-04-24,GO,486,24,52
2020-04-24,MA,2105,100,21
2020-04-24,MG,1419,54,31
2020-04-24,MS,213,7,50
2020-04-24,MT,241,8,51
2020-04-24,PA,1579,86,15
2020-04-24,PB,447,46,25
2020-04-24,PE,3999,352,26
2020-04-24,PI,297,17,22
2020-04-24,PR,1133,67,41
2020-04-24,RJ,6282,570,33
2020-04-24,RN,781,40,24
2020-04-24,RO,290,6,11
2020-04-24,RR,345,3,14
2020-04-24,RS,1096,34,43
2020-04-24,SC,1209,42,42
2020-04-24,SE,145,8,28
2020-04-24,SP,17826,1512,35
2020-04-24,TO,50,2,17
2020-04-23,AC,227,10,12
2020-04-23,AL,324,22,27
2020-04-23,AM,2888,234,13
2020-04-23,AP,555,16,16
2020-04-23,BA,1845,62,29
2020-04-23,CE,4702,271,23
2020-04-23,DF,968,26,53
2020-04-23,ES,1453,43,32
2020-04-23,GO,453,23,52
2020-04-23,MA,1951,88,21
2020-04-23,MG,1308,51,31
2020-04-23,MS,186,7,50
2020-04-23,MT,220,7,51
2020-04-23,PA,1267,53,15
2020-04-23,PB,386,44,25
2020-04-23,PE,3604,312,26
2020-04-23,PI,256,16,22
2020-04-23,PR,1096,62,41
2020-04-23,RJ,6172,530,33
2020-04-23,RN,754,38,24
2020-04-23,RO,250,5,11
2020-04-23,RR,304,3,14
2020-04-23,RS,1039,29,43
2020-04-23,SC,1170,42,42
2020-04-23,SE,135,8,28
2020-04-23,SP,16740,1345,35
2020-04-23,TO,43,2,17
2020-04-22,AC,214,8,12
2020-04-22,AL,243,20,27
2020-04-22,AM,2479,206,13
2020-04-22,AP,492,14,16
2020-04-22,BA,1645,53,29
2020-04-22,CE,4116,239,23
2020-04-22,DF,959,25,53
2020-04-22,ES,1351,37,32
2020-04-22,GO,438,21,52
2020-04-22,MA,1757,76,21
2020-04-22,MG,1283,47,31
2020-04-22,MS,175,6,50
2020-04-22,MT,205,6,51
2020-04-22,PA,1195,43,15
2020-04-22,PB,345,40,25
2020-04-22,PE,3298,282,26
2020-04-22,PI,217,15,22
2020-04-22,PR,1077,60,41
2020-04-22,RJ,5552,490,33
2020-04-22,RN,708,34,24
2020-04-22,RR,297,3,14
2020-04-22,RS,970,28,43
2020-04-22,SC,1115,39,42
2020-04-22,SE,118,7,28
2020-04-22,SP,15914,1134,35
2020-04-22,TO,37,2,17
2020-04-21,AC,195,8,12
2020-04-21,AL,210,19,27
2020-04-21,AM,2270,193,13
2020-04-21,AP,466,13,16
2020-04-21,BA,1504,48,29
2020-04-21,CE,3682,221,23
2020-04-21,DF,913,24,53
2020-04-21,ES,1313,34,32
2020-04-21,GO,421,19,52
2020-04-21,MA,1604,66,21
2020-04-21,MG,1230,44,31
2020-04-21,MS,173,6,50
2020-04-21,MT,181,6,51
2020-04-21,PA,1026,38,15
2020-04-21,PB,301,39,25
2020-04-21,PE,2908,260,26
2020-04-21,PI,206,15,22
2020-04-21,PR,1039,55,41
2020-04-21,RJ,5306,461,33
2020-04-21,RN,646,29,24
2020-04-21,RO,223,5,11
2020-04-21,RR,280,3,14
2020-04-21,RS,918,27,43
2020-04-21,SC,1091,37,42
2020-04-21,SE,117,7,28
2020-04-21,SP,15385,1093,35
2020-04-21,TO,36,2,17
2020-04-20,AC,176,8,12
2020-04-20,AL,171,18,27
2020-04-20,AM,2160,185,13
2020-04-20,AP,435,13,16
2020-04-20,BA,1377,47,29
2020-04-20,CE,3485,206,23
2020-04-20,DF,875,24,53
2020-04-20,ES,1212,34,32
2020-04-20,GO,403,19,52
2020-04-20,MA,1396,60,21
2020-04-20,MG,1189,41,31
2020-04-20,MS,171,5,50
2020-04-20,MT,181,6,51
2020-04-20,PA,902,35,15
2020-04-20,PB,263,33,25
2020-04-20,PE,2690,234,26
2020-04-20,PI,186,14,22
2020-04-20,PR,1022,53,41
2020-04-20,RJ,4899,422,33
2020-04-20,RN,608,28,24
2020-04-20,RO,199,4,11
2020-04-20,RR,247,3,14
2020-04-20,RS,904,27,43
2020-04-20,SC,1063,35,42
2020-04-20,SE,92,5,28
2020-04-20,SP,14580,1037,35
2020-04-20,TO,35,2,17
2020-04-19,AC,163,6,12
2020-04-19,AL,159,15,27
2020-04-19,AM,2044,182,13
2020-04-19,AP,416,11,16
2020-04-19,BA,1249,45,29
2020-04-19,CE,3306,189,23
2020-04-19,DF,860,24,53
2020-04-19,ES,1195,34,32
2020-04-19,GO,393,18,52
2020-04-19,MA,1320,54,21
2020-04-19,MG,1154,39,31
2020-04-19,MS,168,5,50
2020-04-19,MT,174,5,51
2020-04-19,PA,685,34,15
2020-04-19,PB,245,32,25
2020-04-19,PE,2459,216,26
2020-04-19,PI,158,12,22
2020-04-19,PR,1002,52,41
2020-04-19,RJ,4675,402,33
2020-04-19,RN,595,27,24
2020-04-19,RO,160,4,11
2020-04-19,RR,244,3,14
2020-04-19,RS,869,26,43
2020-04-19,SC,1025,35,42
2020-04-19,SE,86,5,28
2020-04-19,SP,14267,1015,35
2020-04-19,TO,34,1,17
2020-04-18,AC,142,6,12
2020-04-18,AL,132,10,27
2020-04-18,AM,1897,161,13
2020-04-18,AP,400,10,16
2020-04-18,BA,1200,40,29
2020-04-18,CE,3062,180,23
2020-04-18,DF,796,24,53
2020-04-18,ES,1099,30,32
2020-04-18,GO,378,18,52
2020-04-18,MA,1205,48,21
2020-04-18,MG,1077,39,31
2020-04-18,MS,161,5,50
2020-04-18,MT,171,5,51
2020-04-18,PA,641,33,15
2020-04-18,PB,236,29,25
2020-04-18,PE,2193,205,26
2020-04-18,PI,144,10,22
2020-04-18,PR,960,49,41
2020-04-18,RJ,4543,387,33
2020-04-18,RN,561,26,24
2020-04-18,RO,128,4,11
2020-04-18,RR,222,3,14
2020-04-18,RS,854,24,43
2020-04-18,SC,975,32,42
2020-04-18,SE,71,5,28
2020-04-18,SP,13894,991,35
2020-04-18,TO,33,1,17
2020-04-17,AC,135,5,12
2020-04-17,AL,110,7,27
2020-04-17,AM,1809,145,13
2020-04-17,AP,375,10,16
2020-04-17,BA,1064,36,29
2020-04-17,CE,2747,155,23
2020-04-17,DF,756,24,53
2020-04-17,ES,952,28,32
2020-04-17,GO,335,16,52
2020-04-17,MA,1040,44,21
2020-04-17,MG,1021,35,31
2020-04-17,MS,143,5,50
2020-04-17,MT,162,5,51
2020-04-17,PA,627,32,15
2020-04-17,PB,205,28,25
2020-04-17,PE,2006,186,26
2020-04-17,PI,123,9,22
2020-04-17,PR,887,44,41
2020-04-17,RJ,4349,341,33
2020-04-17,RN,516,24,24
2020-04-17,RO,110,3,11
